date_key,product_key,location_key,daily_unit_sales,daily_unit_sales_kg,daily_unit_returns_kg,stock_available,stock_out_flag,delivery_time_hours,points_of_distribution,previous_year_sales,previous_year_returns,previous_year_pod,price_per_unit,revenue
20220510,5,25,1656,876.06,38,2570,0,7,51,1521,33,68,100,165600
20220405,6,35,1060,542.71,37,1783,1,8,107,1113,25,76,300,318000
20220425,4,17,1502,807.41,58,2761,0,7,122,1502,61,102,70,105140
20220831,7,42,1921,1075.07,16,2933,0,5,191,2013,8,179,20,38420
20221019,5,30,1342,617.66,43,2935,1,10,121,1289,39,106,100,134200
20221009,3,37,1268,528.92,71,2533,0,8,80,1332,67,192,60,76080
20221026,3,9,1319,727.42,20,1262,0,4,153,1262,15,108,60,79140
20221010,2,35,1761,784.73,39,1503,0,6,195,1771,32,145,30,52830
20220310,1,17,744,373.59,54,1279,1,11,175,799,51,170,25,18600
20220528,7,16,587,259.02,70,1002,0,9,72,627,76,62,20,11740
20220111,4,60,762,324.72,61,906,0,11,50,820,54,91,70,53340
20220911,7,43,594,334.93,69,2496,0,4,194,606,56,155,20,11880
20221126,4,41,1017,485.86,78,803,1,6,189,1053,78,99,70,71190
20221226,7,53,1540,830.72,41,2821,0,9,195,1591,38,152,20,30800
20220207,4,42,996,448.36,36,2571,1,4,115,978,31,64,70,69720
20220514,6,50,911,527.41,23,2360,0,10,61,886,25,80,300,273300
20220719,6,54,1857,1080.21,52,2418,0,11,80,1840,59,187,300,557100
20220123,3,39,1190,534.83,27,828,1,8,113,1180,14,173,60,71400
20221030,1,44,1198,603.06,37,1609,0,6,137,1178,45,109,25,29950
20221212,5,19,959,523.09,26,2020,0,8,161,1012,18,160,100,95900
20221029,2,51,1338,591.56,64,2369,0,6,68,1268,70,59,30,40140
20221229,4,25,1643,844.23,22,1004,0,9,156,1635,12,101,70,115010
20220806,3,5,500,248.56,67,1317,0,10,57,596,68,161,60,30000
20220521,6,40,1503,806.46,47,2044,0,6,74,1396,54,147,300,450900
20220414,6,8,916,413.09,20,1212,0,5,116,1015,6,196,300,274800
20220729,7,26,923,405.77,74,2050,0,9,181,879,64,102,20,18460
20220421,6,51,1123,616.73,31,1285,0,11,80,1187,30,77,300,336900
20220414,5,8,1170,484.43,23,1605,0,5,164,1231,23,113,100,117000
20221112,6,48,1612,734.7,25,2604,0,5,127,1572,29,99,300,483600
20220620,7,51,871,485.51,40,1532,0,9,90,953,30,90,20,17420
20221222,2,31,541,317.4,32,1415,0,11,192,591,37,140,30,16230
20221120,3,30,1080,592.74,44,1969,0,5,160,956,44,127,60,64800
20220513,6,61,1618,769.87,57,1906,0,11,178,1594,55,52,300,485400
20221020,4,1,1103,551.05,76,2857,0,11,167,954,84,99,70,77210
20221124,4,35,1930,1039.88,27,2472,0,6,120,1872,14,75,70,135100
20220507,4,28,1685,747.05,78,2448,0,7,180,1589,64,132,70,117950
20220416,2,33,669,347.07,67,2125,0,8,146,617,68,78,30,20070
20220402,1,10,1164,510.23,76,1220,0,11,94,1168,86,184,25,29100
20221014,3,47,777,373.89,24,2201,1,8,165,743,27,137,60,46620
20220220,3,57,1884,857.32,73,2977,0,11,99,1776,69,186,60,113040
20220129,3,60,1878,987.32,27,1522,0,5,126,1911,25,194,60,112680
20221023,1,11,1400,707.07,59,2220,1,4,58,1281,68,127,25,35000
20221024,1,58,1408,767.35,11,2166,0,6,187,1338,3,63,25,35200
20220802,1,7,648,329.45,37,2864,0,8,123,560,37,110,25,16200
20220924,5,5,793,419.66,42,2318,0,7,138,685,38,181,100,79300
20220914,3,42,1929,951.84,31,1661,0,9,129,1992,20,183,60,115740
20221029,3,5,1207,497.3,50,1273,0,11,80,1097,36,107,60,72420
20220411,5,8,1596,919.48,13,2057,0,4,112,1581,0,70,100,159600
20221212,2,50,1173,580.1,26,1866,0,8,169,1205,13,168,30,35190
20220420,2,29,1727,893.33,47,1239,0,10,101,1824,47,89,30,51810
20220701,5,41,1753,979.12,19,1219,0,4,145,1795,23,139,100,175300
20221109,7,16,781,413.13,52,1549,0,11,192,787,46,189,20,15620
20220101,1,19,777,454.7,21,2648,0,5,156,722,26,196,25,19425
20221115,1,29,1441,823.61,12,860,1,4,104,1379,9,88,25,36025
20220224,2,8,1606,868.78,43,2110,0,5,186,1624,44,59,30,48180
20220529,5,52,686,303.06,63,2539,1,7,122,624,66,107,100,68600
20221105,6,62,1088,527.77,71,1881,0,11,160,1021,70,119,300,326400
20220517,5,39,1775,965.18,34,2962,0,6,56,1657,32,194,100,177500
20220721,4,52,915,493.87,31,1043,0,6,160,952,31,90,70,64050
20221109,2,57,1476,723.08,48,1399,0,10,190,1506,50,148,30,44280
20220427,6,44,1449,805.71,48,2834,0,4,118,1483,42,99,300,434700
20220603,6,55,1837,909.61,66,1621,0,4,186,1709,68,97,300,551100
20221018,7,14,1541,836.44,71,873,0,8,165,1468,61,120,20,30820
20220304,3,52,1745,751.19,26,1658,0,7,176,1725,36,55,60,104700
20220901,1,33,1345,670.42,47,2542,0,7,104,1398,39,137,25,33625
20220125,1,46,1533,826.7,59,2865,0,9,81,1591,51,118,25,38325
20220331,5,29,805,449.21,67,2447,0,5,103,859,53,164,100,80500
20220316,3,59,1939,1049.59,62,1431,0,9,81,1803,71,60,60,116340
20221021,5,3,1966,903.63,58,2830,0,11,184,2056,60,90,100,196600
20220729,1,9,502,201.86,49,2739,0,6,157,451,52,101,25,12550
20221213,1,35,611,296.92,77,1264,0,7,171,637,67,89,25,15275
20220117,5,12,588,307,37,1590,0,8,100,577,39,94,100,58800
20220508,6,9,1613,952.02,31,1132,0,5,136,1653,30,110,300,483900
20221230,6,25,1318,647.16,21,2194,0,4,80,1184,14,62,300,395400
20220908,7,7,983,588.67,63,831,0,4,76,933,59,61,20,19660
20220628,1,6,1096,607.19,14,2151,0,10,79,1072,7,65,25,27400
20220701,7,25,632,349.71,56,2242,0,7,107,730,65,94,20,12640
20220601,5,45,805,334.96,24,1809,0,10,148,869,24,90,100,80500
20220125,3,25,1620,718.97,46,818,0,8,54,1504,38,97,60,97200
20220629,5,35,1123,566.92,27,2616,0,4,111,1089,31,185,100,112300
20220717,3,29,1030,424.96,58,2515,0,5,141,906,58,116,60,61800
20221210,7,21,1127,556.54,46,1427,0,8,141,982,46,188,20,22540
20220610,3,42,1767,932.31,16,1248,0,8,177,1831,18,96,60,106020
20220626,5,26,1521,710.45,23,2322,0,9,119,1486,10,116,100,152100
20221012,4,8,1527,870.63,10,1961,0,9,55,1412,-4,144,70,106890
20220304,6,19,1122,648.36,65,1400,0,9,161,1027,70,199,300,336600
20220530,6,30,626,310.74,22,938,0,8,66,548,19,106,300,187800
20220603,7,60,1657,934.26,66,2427,0,10,57,1546,59,198,20,33140
20220605,7,13,820,369.58,33,1519,0,4,108,890,28,72,20,16400
20220218,3,50,1169,663.45,16,1963,0,11,174,1113,24,109,60,70140
20221203,2,49,1554,725.02,70,2712,0,8,81,1617,66,137,30,46620
20220325,4,32,1152,659.8,63,1418,0,4,73,1008,72,161,70,80640
20221227,5,45,713,316.35,30,1806,0,11,89,577,36,127,100,71300
20220626,5,60,771,376.71,72,2472,0,7,69,635,60,161,100,77100
20220528,5,30,1428,713.58,15,1339,0,8,163,1321,13,107,100,142800
20220428,2,32,1698,816.56,61,1561,0,6,137,1597,58,199,30,50940
20221208,5,16,727,408.12,28,2407,0,7,120,821,21,95,100,72700
20220304,3,48,1747,932.4,23,1885,0,6,93,1653,28,111,60,104820
20220708,4,30,1118,668.14,54,2844,1,11,147,1003,42,54,70,78260
20221226,6,8,1714,999.44,57,1596,0,4,72,1653,65,143,300,514200
20220218,4,47,1893,1013.41,43,1606,0,8,185,1898,31,167,70,132510
20221123,4,48,773,452.24,58,931,0,11,160,757,46,68,70,54110
20220914,3,57,1307,660.51,60,1242,0,9,177,1282,55,170,60,78420
20220812,2,33,1418,728.35,56,1077,1,10,190,1441,51,144,30,42540
20220521,4,62,1376,680.32,61,2022,0,4,95,1228,70,176,70,96320
20220803,4,1,1540,914.44,61,2440,0,6,51,1608,60,135,70,107800
20220730,4,29,1984,974.38,71,1132,0,7,72,2055,71,70,70,138880
20221114,6,61,798,355.2,16,868,0,4,108,659,9,126,300,239400
20220201,3,7,980,441.94,46,961,1,8,93,1053,49,65,60,58800
20220607,2,36,1061,483.52,77,1987,0,5,105,1042,66,169,30,31830
20221012,6,38,1084,609.3,58,1566,0,7,124,1090,66,52,300,325200
20221101,5,36,1195,668.76,26,2396,0,8,96,1248,26,170,100,119500
20221013,7,26,1331,704.3,50,1389,0,7,71,1195,45,102,20,26620
20220524,3,11,1533,847.24,58,2550,0,8,75,1385,62,89,60,91980
20220119,5,60,1222,634.55,29,2360,0,7,53,1186,25,75,100,122200
20220118,7,14,719,419.97,41,1133,0,7,145,737,36,189,20,14380
20220914,3,25,1725,716.53,22,2378,0,11,83,1792,17,159,60,103500
20220319,6,39,1863,789.29,38,1108,0,7,110,1779,36,157,300,558900
20220624,5,39,1739,788,46,1805,0,9,124,1626,32,191,100,173900
20220713,6,26,821,465.26,76,2644,0,7,53,679,64,64,300,246300
20220423,1,13,1075,440.58,25,2521,0,7,143,927,32,136,25,26875
20220424,4,11,1544,868.21,15,1233,0,11,169,1630,7,55,70,108080
20220810,6,23,1226,551.8,42,910,0,11,113,1201,51,190,300,367800
20220615,3,59,512,259.42,71,1981,0,4,160,537,73,56,60,30720
20221115,1,51,571,273.92,10,1477,1,9,84,470,9,103,25,14275
20220512,4,17,981,408.74,37,1901,0,6,82,967,29,173,70,68670
20220921,2,51,1666,730.62,33,1864,0,11,147,1621,26,55,30,49980
20220224,6,39,935,465.16,74,2660,0,8,188,937,81,123,300,280500
20221225,5,42,1748,1006.09,17,2610,0,6,66,1679,25,135,100,174800
20220511,5,40,790,437.02,75,2725,1,6,70,840,72,149,100,79000
20221015,5,30,763,372.1,25,800,0,10,137,667,15,141,100,76300
20220923,2,47,773,330.95,41,1254,1,10,102,650,40,129,30,23190
20220611,1,37,938,439.45,23,2863,0,4,74,913,26,161,25,23450
20220328,3,58,1351,701.27,57,2311,0,10,84,1318,46,75,60,81060
20220224,5,25,846,417.23,21,2054,0,6,75,924,19,180,100,84600
20221015,1,44,1808,776.38,37,1685,0,6,157,1735,46,135,25,45200
20220627,4,45,1808,838.51,63,2036,0,9,107,1671,57,155,70,126560
20221215,2,22,1046,606.19,42,2561,0,5,120,1070,31,70,30,31380
20220108,6,30,610,257.96,23,2224,1,11,140,575,10,66,300,183000
20221117,6,59,1464,791.96,47,2832,0,6,90,1390,44,178,300,439200
20221109,3,55,1576,670.03,40,2690,0,8,117,1594,33,74,60,94560
20220904,5,32,1689,988.53,45,1114,0,10,85,1566,32,74,100,168900
20221119,1,62,1952,862.89,28,2246,0,5,152,1924,36,176,25,48800
20220912,3,29,1800,856.33,39,1981,0,8,85,1814,28,121,60,108000
20221124,7,39,1193,572.93,59,1652,0,4,138,1218,59,165,20,23860
20220223,6,17,740,335.11,62,1587,1,9,128,832,66,139,300,222000
20220906,7,52,639,279.48,25,2055,0,5,91,663,27,119,20,12780
20220827,7,24,1539,857.15,62,2624,1,9,112,1635,53,170,20,30780
20220817,3,23,1357,596.18,61,2560,0,9,147,1360,57,108,60,81420
20220308,5,36,933,528.5,12,1395,0,11,112,1009,11,63,100,93300
20220220,7,26,1353,541.35,37,1282,1,6,147,1333,24,66,20,27060
20220407,6,48,655,384.64,64,2300,1,6,82,570,61,178,300,196500
20220402,4,33,1329,635.93,65,2400,0,10,192,1186,72,78,70,93030
20220921,5,47,1703,789.66,78,1667,0,4,197,1607,85,97,100,170300
20221018,7,42,1909,873.93,38,2659,0,4,127,1858,38,74,20,38180
20220406,2,46,1935,1119.4,45,1329,1,7,184,1934,31,189,30,58050
20220329,4,42,1180,687.44,34,2853,0,9,186,1214,29,142,70,82600
20220319,3,19,1375,624.98,49,2313,0,11,152,1277,52,91,60,82500
20221015,2,10,1446,772.07,75,1125,0,7,168,1396,76,106,30,43380
20220430,2,53,1377,782.99,32,2288,1,9,118,1240,24,153,30,41310
20221029,5,34,1238,505.23,57,2304,0,8,116,1175,64,124,100,123800
20220614,3,51,732,326.68,18,1643,0,11,198,800,12,102,60,43920
20220701,4,15,701,354.63,56,1057,0,5,184,659,56,177,70,49070
20220811,6,48,526,268.88,16,1271,0,10,192,591,21,170,300,157800
20221107,7,13,1053,466.66,27,1260,0,7,108,1078,26,181,20,21060
20220107,2,4,1431,824.34,23,1132,0,4,121,1323,18,193,30,42930
20221126,3,40,1774,956.48,60,1549,0,7,97,1748,62,147,60,106440
20220920,1,50,1897,835.23,76,2519,0,4,167,1901,81,67,25,47425
20220610,1,27,956,414.82,51,1504,0,7,72,872,47,62,25,23900
20220531,6,44,643,352.47,64,1174,0,8,59,622,69,93,300,192900
20220326,6,4,1362,745.27,63,1275,1,4,61,1413,66,106,300,408600
20220527,6,54,1772,997.66,66,1960,0,5,112,1801,58,180,300,531600
20220422,2,39,956,460.3,18,2087,0,8,102,820,12,106,30,28680
20220205,6,13,1449,824.29,55,2225,0,10,111,1539,57,167,300,434700
20221012,7,53,1578,658.5,18,1831,0,10,85,1554,11,156,20,31560
20220707,4,30,1532,889.88,69,944,0,7,163,1570,65,68,70,107240
20220323,5,62,623,306.06,79,2538,0,9,85,591,83,169,100,62300
20220102,3,27,1801,988.49,55,2208,0,4,71,1711,64,119,60,108060
20221030,1,53,1706,988.37,74,843,0,7,183,1581,64,56,25,42650
20220716,1,19,1697,788.03,55,2170,0,9,160,1566,61,52,25,42425
20220111,7,15,1536,629.64,74,2203,0,5,90,1439,84,138,20,30720
20220822,4,6,832,398.79,45,944,0,7,179,706,42,179,70,58240
20220714,7,50,1030,507.24,10,1746,1,5,190,955,3,105,20,20600
20220429,7,43,955,570.58,54,1297,0,8,119,974,48,140,20,19100
20220120,6,40,954,558.43,60,2818,0,8,161,907,58,171,300,286200
20220918,1,27,1376,678.29,65,836,0,8,63,1382,72,151,25,34400
20221020,1,39,1309,758.52,32,2865,0,4,96,1295,36,55,25,32725
20220913,2,23,710,393.16,34,2630,0,5,172,610,40,53,30,21300
20220810,2,28,1360,706.45,65,2391,0,11,165,1377,60,115,30,40800
20220814,7,46,1732,930.09,68,2389,0,4,58,1732,55,88,20,34640
20220222,4,49,1214,684.7,75,2418,0,6,183,1245,79,62,70,84980
20221221,7,33,1838,800.35,65,1762,0,11,119,1705,65,161,20,36760
20221208,7,56,1806,947.02,33,1544,0,6,169,1682,28,103,20,36120
20221230,3,4,1669,704.05,33,2506,0,8,122,1723,23,77,60,100140
20221007,4,53,801,441.8,17,2031,1,6,59,808,9,176,70,56070
20220322,2,58,1964,940.07,56,1731,0,5,57,2010,57,163,30,58920
20220721,5,50,1602,777.98,54,2909,0,9,149,1592,57,64,100,160200
20220607,4,29,1281,527.93,38,1155,0,11,116,1363,35,154,70,89670
20220430,7,9,1974,831.85,45,969,0,11,133,1861,50,56,20,39480
20220228,1,25,1534,727.46,14,2926,0,4,176,1605,1,180,25,38350
20220803,4,55,855,361.28,31,2305,0,4,76,877,33,120,70,59850
20220508,2,9,1515,847.98,35,1790,0,5,172,1495,43,185,30,45450
20220812,2,23,1966,1041.53,71,2665,0,9,111,1832,80,80,30,58980
20220728,2,10,1201,536.77,21,2609,0,11,117,1162,15,67,30,36030
20220425,7,8,1577,904.57,36,2596,0,7,103,1462,43,88,20,31540
20220728,1,20,1465,658.06,13,1286,0,10,174,1479,11,96,25,36625
20220114,4,54,910,425.73,29,2722,0,5,98,887,27,127,70,63700
20220109,6,58,1909,807.61,40,2024,0,7,132,1969,41,91,300,572700
20220209,1,40,1887,783.81,49,1060,1,9,63,1790,46,189,25,47175
20220825,1,49,1585,766.84,63,2259,0,4,94,1465,54,196,25,39625
20221008,1,51,1924,959.51,74,1281,0,9,82,1996,80,152,25,48100
20221225,4,59,1953,889.35,23,1681,0,7,169,1981,24,75,70,136710
20220720,1,20,1029,540.38,17,1638,0,4,99,1126,5,133,25,25725
20220903,3,9,1746,899.45,37,1884,0,9,73,1810,35,149,60,104760
20221005,4,47,1369,783.47,38,1976,0,11,172,1458,45,155,70,95830
20220823,4,42,1357,807.01,26,2516,0,4,164,1430,21,65,70,94990
20220104,6,26,1800,769.06,51,965,1,8,159,1656,55,126,300,540000
20220603,2,58,1442,810.49,42,2915,0,7,179,1501,51,143,30,43260
20220129,2,37,1776,845.79,53,1626,0,11,197,1723,48,157,30,53280
20220419,4,17,1034,427.24,46,1855,0,4,86,984,40,110,70,72380
20220408,3,59,915,502.19,72,2221,0,4,96,931,65,143,60,54900
20220803,2,5,925,534.71,32,2662,1,4,116,971,39,80,30,27750
20221020,4,37,565,235.16,73,2613,0,9,132,620,59,168,70,39550
20220316,4,2,1769,987.82,10,2124,0,9,115,1838,13,105,70,123830
20221122,7,23,1590,714.67,47,1601,0,10,161,1603,54,97,20,31800
20220526,3,50,1828,873.99,16,2696,0,7,191,1860,2,152,60,109680
20220508,1,9,1659,917.24,68,1709,0,4,50,1656,78,50,25,41475
20221207,6,30,1480,599.24,34,2576,0,11,75,1539,27,110,300,444000
20220211,5,10,1052,489.12,79,2994,0,11,51,1014,78,150,100,105200
20221222,7,48,1198,495.93,47,2219,0,9,182,1266,53,129,20,23960
20220210,4,56,1714,906.87,38,959,1,10,60,1661,30,158,70,119980
20220203,7,32,1294,684.65,71,1774,0,10,78,1150,74,159,20,25880
20220117,1,9,1299,535.48,60,1111,0,7,111,1156,58,136,25,32475
20220614,2,53,1932,778.24,73,1543,1,9,50,1796,82,187,30,57960
20220602,4,52,1958,841.39,33,2560,0,8,194,1910,41,107,70,137060
20220317,3,8,1474,636.16,47,1322,1,4,195,1428,36,131,60,88440
20220328,7,11,581,238.94,13,2422,0,4,159,614,4,145,20,11620
20220427,2,30,1666,742.81,51,1113,0,11,70,1746,54,178,30,49980
20221228,1,33,1881,1019.18,22,1027,1,4,122,1970,11,171,25,47025
20221208,4,28,569,241.62,61,1705,0,11,91,627,63,63,70,39830
20220127,7,20,1358,736.07,13,2400,0,6,174,1324,22,192,20,27160
20221109,4,19,827,369,56,2317,0,8,173,871,61,145,70,57890
20221014,3,15,891,499.77,13,1431,0,4,73,906,11,194,60,53460
20220514,7,1,1985,1107.3,35,2997,0,4,87,1983,26,119,20,39700
20220807,6,17,700,343.32,40,1682,0,10,146,796,46,153,300,210000
20220617,4,18,713,342.57,26,1393,0,9,184,725,32,89,70,49910
20220408,5,40,542,288.17,60,1935,0,9,84,613,50,153,100,54200
20220925,2,19,1176,618.34,15,2273,0,8,60,1061,12,158,30,35280
20220825,4,9,603,297.13,53,1685,1,5,124,540,53,83,70,42210
20221105,1,53,1325,555.78,46,2880,1,6,58,1200,50,163,25,33125
20220622,2,11,1136,505,48,1113,0,10,107,1136,34,113,30,34080
20220709,4,54,561,272.61,71,2258,0,10,164,626,81,172,70,39270
20220502,4,63,599,333.49,17,1795,1,8,199,691,26,178,70,41930
20220215,4,49,607,263.09,57,2826,0,11,117,517,50,130,70,42490
20220305,2,56,869,435.65,74,1776,0,9,120,864,67,151,30,26070
20220510,2,1,943,380.37,39,1556,0,5,129,990,47,101,30,28290
20221106,2,38,660,290.66,60,2602,0,8,115,620,53,191,30,19800
20221229,1,50,1336,682.25,65,2282,0,4,55,1422,66,80,25,33400
20220712,4,48,1481,628.78,15,2519,0,8,149,1527,4,71,70,103670
20221103,5,11,743,332.67,20,1841,0,4,87,819,16,62,100,74300
20220630,6,48,1197,634.51,22,2630,0,11,192,1267,27,138,300,359100
20221019,1,62,1508,677.52,31,1482,0,4,58,1604,27,163,25,37700
20221009,7,25,1276,690.09,33,1909,0,8,165,1210,24,139,20,25520
20220129,5,25,588,254.49,37,2354,0,9,179,634,33,149,100,58800
20220529,1,49,1592,723.07,26,1122,0,8,52,1589,32,77,25,39800
20220924,1,28,1887,1062.93,20,2875,0,10,143,1906,7,183,25,47175
20221023,3,4,1079,523.18,76,2841,1,7,100,1142,76,142,60,64740
20220111,6,31,1287,644.74,35,1683,0,8,121,1221,37,144,300,386100
20220613,1,28,1548,827.6,51,1383,0,10,193,1631,51,151,25,38700
20220423,5,14,1384,809.5,13,1632,0,10,93,1260,2,149,100,138400
20220706,5,26,1698,993.19,48,1781,0,8,104,1711,38,158,100,169800
20221022,7,21,1054,514.17,69,2725,1,11,172,1097,76,169,20,21080
20220820,7,43,1302,620.44,19,2418,0,7,135,1236,20,173,20,26040
20220815,5,48,1297,602.96,51,2063,0,6,184,1265,47,100,100,129700
20221106,1,26,1117,489.96,20,2218,0,5,192,1052,30,95,25,27925
20220408,7,55,1765,1057.88,52,1807,0,9,183,1825,56,188,20,35300
20220224,7,26,1496,846.5,66,2985,0,4,76,1396,54,130,20,29920
20220421,1,45,1448,768.42,69,1595,0,7,148,1312,61,171,25,36200
20220601,3,16,1940,937.04,72,2313,0,4,88,1964,72,73,60,116400
20220903,1,58,921,473.87,66,2927,0,4,188,842,52,80,25,23025
20220310,3,12,870,433.57,49,880,1,7,106,905,43,79,60,52200
20221108,1,39,1789,997.86,70,2784,0,10,103,1779,56,113,25,44725
20221016,2,20,1898,985.51,31,2095,1,8,144,1920,29,89,30,56940
20220907,5,8,1742,698.87,75,2184,0,10,131,1593,67,105,100,174200
20220205,6,63,1491,736.04,68,2207,0,5,63,1511,64,172,300,447300
20220827,6,49,522,250.05,43,1994,1,10,67,427,37,174,300,156600
20220528,5,51,1906,1035.93,29,1161,0,6,57,1916,18,170,100,190600
20220815,4,2,1675,688.61,73,1237,0,5,103,1554,72,187,70,117250
20220901,5,24,1749,1020.07,55,2178,1,6,119,1735,65,145,100,174900
20221203,6,32,1475,773.09,31,1308,1,8,54,1394,36,74,300,442500
20221231,2,17,1007,413.39,21,1932,0,10,182,1056,19,62,30,30210
20220720,6,63,797,463.07,27,2826,0,9,138,695,20,61,300,239100
20220603,4,25,1536,690.68,68,2414,0,11,150,1475,63,158,70,107520
20220314,3,34,1958,990.1,41,840,0,7,126,1881,42,50,60,117480
20220720,7,58,616,257.65,68,2107,0,10,175,634,69,159,20,12320
20221023,2,61,1751,762.99,12,1969,0,9,119,1821,14,167,30,52530
20220117,5,14,662,270.44,69,2743,0,11,79,606,73,59,100,66200
20220509,6,15,755,378.51,64,2691,0,7,186,683,59,146,300,226500
20220805,1,18,1782,982.61,79,1707,0,4,132,1866,68,161,25,44550
20220302,1,7,1183,501.75,63,2827,0,11,77,1204,64,101,25,29575
20220414,5,18,1154,628.31,71,2107,0,7,186,1125,79,166,100,115400
20220211,3,61,1887,1045.01,37,2813,0,9,130,1761,47,107,60,113220
20220125,3,43,1315,706.82,11,1792,0,10,187,1346,15,151,60,78900
20220208,2,22,1681,945.78,27,954,0,8,68,1551,15,152,30,50430
20221018,7,37,867,437.14,56,2675,0,4,107,825,51,146,20,17340
20220511,5,39,1570,808.16,21,1423,0,5,136,1545,25,123,100,157000
20220817,3,44,952,514.86,51,2058,0,5,98,966,56,102,60,57120
20220418,4,37,1008,600.4,20,976,1,8,176,1016,10,125,70,70560
20220621,7,30,1943,1121.97,41,1956,1,9,84,1932,41,136,20,38860
20220412,1,49,1763,764.08,19,2394,0,6,179,1637,13,85,25,44075
20221220,6,45,841,459.06,11,813,0,7,164,695,6,145,300,252300
20220112,6,61,1756,1010.61,64,1105,1,10,64,1712,73,84,300,526800
20221002,4,31,1562,864.15,64,1414,0,5,104,1469,63,109,70,109340
20220411,7,11,523,240.04,53,1471,0,8,108,405,55,126,20,10460
20220213,7,31,1266,596.27,23,2009,0,11,102,1211,16,151,20,25320
20221101,2,11,597,251.2,54,2064,0,7,129,642,55,192,30,17910
20220117,3,20,1523,746.07,52,2246,0,7,80,1550,42,83,60,91380
20221126,2,5,1692,709.52,61,2595,0,9,123,1714,56,53,30,50760
20220226,3,13,1527,842.03,36,2687,0,9,146,1620,29,54,60,91620
20221107,5,8,1720,974.43,49,1388,0,9,103,1803,52,183,100,172000
20221030,3,59,958,422.82,78,2802,0,4,157,945,80,57,60,57480
20220112,6,42,529,213.97,61,925,0,7,170,458,56,108,300,158700
20221114,4,33,1196,681.75,20,1857,0,10,111,1240,28,142,70,83720
20220321,4,58,1127,617.44,14,2877,0,8,97,1038,5,142,70,78890
20220804,1,48,947,560.71,55,2372,0,7,132,1031,48,170,25,23675
20221205,6,30,1563,668.35,38,2840,0,10,141,1429,33,101,300,468900
20220921,6,14,922,369.94,60,1591,0,11,122,876,51,110,300,276600
20220529,5,11,1105,468.52,35,1564,0,7,178,1026,22,151,100,110500
20220322,7,31,1429,732.66,16,879,0,11,79,1372,20,161,20,28580
20220803,6,48,1506,819.56,31,2623,0,11,180,1430,21,151,300,451800
20220717,7,17,1521,911.74,39,1351,0,11,158,1440,35,189,20,30420
20220719,4,46,1089,444.22,26,1469,0,11,123,1063,35,151,70,76230
20220125,5,52,1875,910.29,60,982,0,9,126,1800,58,51,100,187500
20220330,6,29,710,402.21,70,1874,0,7,72,757,66,183,300,213000
20220925,3,6,719,287.72,17,2322,0,11,198,579,24,120,60,43140
20220523,3,27,1592,667.98,72,1278,1,8,173,1547,66,135,60,95520
20220228,1,42,628,345.5,30,1486,0,10,56,482,22,52,25,15700
20221231,7,63,677,274.96,71,2830,0,11,63,677,79,155,20,13540
20220126,6,59,858,411.48,72,1863,0,6,66,944,82,65,300,257400
20220216,7,1,1024,604.86,32,2264,0,10,59,1026,41,143,20,20480
20221015,6,43,1818,792.88,12,2245,0,10,179,1695,12,180,300,545400
20220923,5,40,1180,589.78,72,1577,0,10,110,1234,80,152,100,118000
20220116,1,51,1796,848.6,25,1606,0,11,76,1882,29,158,25,44900
20220718,3,57,1452,612.73,18,2877,0,9,133,1499,15,76,60,87120
20221009,6,55,1966,882.14,49,1327,0,7,133,1916,50,162,300,589800
20220327,1,19,1220,675.29,24,2793,0,4,150,1314,13,93,25,30500
20220907,2,32,1855,926.99,75,1419,0,9,116,1863,76,108,30,55650
20220927,3,49,734,432.29,72,855,0,6,163,747,73,157,60,44040
20221201,5,21,1034,568.56,25,2820,0,5,138,1008,22,170,100,103400
20220427,5,35,1928,1036.25,47,1636,0,7,101,2020,55,167,100,192800
20220107,1,28,509,230.88,67,2213,0,11,97,450,67,130,25,12725
20220517,2,19,1784,1058.51,30,1027,0,5,50,1698,37,152,30,53520
20220625,4,33,1921,952.8,43,1717,0,7,168,1936,30,91,70,134470
20221124,1,1,693,303.52,44,2802,0,6,179,709,51,109,25,17325
20221111,2,19,742,313.22,58,1541,0,9,147,683,50,137,30,22260
20220803,7,12,1181,498.48,70,1999,0,8,188,1240,78,168,20,23620
20220323,5,7,668,338.68,28,1613,0,5,123,673,21,189,100,66800
20220811,3,37,1638,663.83,55,1921,0,10,91,1594,52,156,60,98280
20220413,7,54,1999,994.15,28,2544,0,5,189,2059,16,131,20,39980
20220930,5,13,947,392.55,32,2524,0,10,168,976,33,178,100,94700
20220114,3,28,1864,831.34,62,1896,0,7,56,1890,52,68,60,111840
20220608,3,8,1666,711.6,70,2082,0,9,101,1674,60,96,60,99960
20220601,2,8,1014,466.75,43,2211,0,4,58,1058,46,101,30,30420
20220418,1,39,709,321.29,17,1521,0,6,66,696,14,184,25,17725
20220707,1,22,1946,813.11,67,2071,0,8,54,1803,57,54,25,48650
20221028,1,55,640,308.48,59,974,0,10,130,602,68,140,25,16000
20220408,1,2,968,463.52,59,1139,1,10,82,1050,45,64,25,24200
20220511,3,25,1564,848.92,69,1008,0,4,146,1446,75,120,60,93840
20221020,5,38,931,419.26,15,2617,0,11,105,914,7,197,100,93100
20220620,7,17,964,414.65,14,2039,0,4,52,946,16,149,20,19280
20220702,2,42,1094,461.42,13,2025,0,9,59,993,6,178,30,32820
20221230,5,45,721,326.66,25,1875,0,10,161,809,19,93,100,72100
